name,url
Lisaac,http://en.wikipedia.org/wiki/Lisaac
Lisp,http://en.wikipedia.org/wiki/Lisp_(programming_language)
Lite-C,http://en.wikipedia.org/wiki/Lite-C
Lithe,http://en.wikipedia.org/wiki/Lithe_(programming_language)
Little b,http://en.wikipedia.org/wiki/Little_b_(programming_language)
Logo,http://en.wikipedia.org/wiki/Logo_(programming_language)
Logtalk,http://en.wikipedia.org/wiki/Logtalk
LPC,http://en.wikipedia.org/wiki/LPC_(programming_language)
LSE,http://en.wikipedia.org/wiki/LSE_(programming_language)
LSL,http://en.wikipedia.org/wiki/Linden_Scripting_Language
LiveCode,http://en.wikipedia.org/wiki/LiveCode
LiveScript,http://en.wikipedia.org/wiki/LiveScript
Lua,http://en.wikipedia.org/wiki/Lua_(programming_language)
Lucid,http://en.wikipedia.org/wiki/Lucid_(programming_language)
Lustre,http://en.wikipedia.org/wiki/Lustre_(programming_language)
LYaPAS,http://en.wikipedia.org/wiki/LYaPAS
Lynx,http://en.wikipedia.org/wiki/Lynx_(programming_language)
M2001,http://en.wikipedia.org/wiki/M2001
M4,http://en.wikipedia.org/wiki/M4_(computer_language)
Machine code,http://en.wikipedia.org/wiki/Machine_code
MAD,http://en.wikipedia.org/wiki/MAD_(programming_language)
MAD/I,http://en.wikipedia.org/wiki/MAD_(programming_language)
Magik,http://en.wikipedia.org/wiki/Magik_(programming_language)
Magma,http://en.wikipedia.org/wiki/Magma_computer_algebra_system
make,http://en.wikipedia.org/wiki/Make_(software)
Maple,http://en.wikipedia.org/wiki/Maple_(software)
MAPPER,http://en.wikipedia.org/wiki/MAPPER
MARK-IV,http://en.wikipedia.org/wiki/MARK_IV_(software)
Mary,http://en.wikipedia.org/wiki/Mary_(programming_language)
MASM Microsoft Assembly x86,http://en.wikipedia.org/wiki/Microsoft_Macro_Assembler
Mathematica,http://en.wikipedia.org/wiki/Mathematica
MATLAB,http://en.wikipedia.org/wiki/MATLAB
Maxima,http://en.wikipedia.org/wiki/Maxima_(software)
Macsyma,http://en.wikipedia.org/wiki/Macsyma
Max,http://en.wikipedia.org/wiki/Max_(software)
MaxScript,http://en.wikipedia.org/wiki/Autodesk_3ds_Max
Maya (MEL),http://en.wikipedia.org/wiki/Maya_Embedded_Language
MDL,http://en.wikipedia.org/wiki/MDL_(programming_language)
Mercury,http://en.wikipedia.org/wiki/Mercury_(programming_language)
Mesa,http://en.wikipedia.org/wiki/Mesa_(programming_language)
Metacard,http://en.wikipedia.org/wiki/Metacard
Metafont,http://en.wikipedia.org/wiki/Metafont
MetaL,http://en.wikipedia.org/wiki/MetaL_(programming_language)
Microcode,http://en.wikipedia.org/wiki/Microassembler
MicroScript,http://en.wikipedia.org/wiki/MicroScript_(programming_language)
MIIS,http://en.wikipedia.org/wiki/MIIS_(programming_language)
MillScript,http://en.wikipedia.org/wiki/MillScript
MIMIC,http://en.wikipedia.org/wiki/MIMIC
Mirah,http://en.wikipedia.org/wiki/Mirah_(programming_language)
Miranda,http://en.wikipedia.org/wiki/Miranda_(programming_language)
MIVA Script,http://en.wikipedia.org/wiki/MIVA_Script
ML,http://en.wikipedia.org/wiki/ML_(programming_language)
Moby,http://en.wikipedia.org/wiki/Moby_(programming_language)
Model 204,http://en.wikipedia.org/wiki/Model_204
Modelica,http://en.wikipedia.org/wiki/Modelica
Modula,http://en.wikipedia.org/wiki/Modula
Modula-2,http://en.wikipedia.org/wiki/Modula-2
Modula-3,http://en.wikipedia.org/wiki/Modula-3
Mohol,http://en.wikipedia.org/wiki/Mohol_programming_languages
MOO,http://en.wikipedia.org/wiki/MOO_(programming_language)
Mortran,http://en.wikipedia.org/wiki/Mortran
Mouse,http://en.wikipedia.org/wiki/Mouse_(programming_language)
MPD,http://en.wikipedia.org/wiki/MPD_(programming_language)
CIL,http://en.wikipedia.org/wiki/Common_Intermediate_Language
MSL,http://en.wikipedia.org/wiki/MIRC_scripting_language
MUMPS,http://en.wikipedia.org/wiki/MUMPS
NASM,http://en.wikipedia.org/wiki/Netwide_Assembler
NATURAL,http://en.wikipedia.org/wiki/NATURAL
Napier88,http://en.wikipedia.org/wiki/Napier88
Neko,http://en.wikipedia.org/wiki/Neko_(programming_language)
Nemerle,http://en.wikipedia.org/wiki/Nemerle
nesC,http://en.wikipedia.org/wiki/NesC
NESL,http://en.wikipedia.org/wiki/NESL
Net.Data,http://en.wikipedia.org/wiki/Net.Data
NetLogo,http://en.wikipedia.org/wiki/NetLogo
NetRexx,http://en.wikipedia.org/wiki/NetRexx
NewLISP,http://en.wikipedia.org/wiki/NewLISP
NEWP,http://en.wikipedia.org/wiki/NEWP
Newspeak,http://en.wikipedia.org/wiki/Newspeak_(programming_language)
NewtonScript,http://en.wikipedia.org/wiki/NewtonScript
NGL,http://en.wikipedia.org/wiki/NGL_(programming_language)
Nial,http://en.wikipedia.org/wiki/Nial
Nice,http://en.wikipedia.org/wiki/Nice_(programming_language)
Nickle,http://en.wikipedia.org/wiki/Nickle_(programming_language)
NPL,http://en.wikipedia.org/wiki/NORD_Programming_Language
Not eXactly C,http://en.wikipedia.org/wiki/Not_eXactly_C
Not Quite C,http://en.wikipedia.org/wiki/Not_Quite_C
NSIS,http://en.wikipedia.org/wiki/Nullsoft_Scriptable_Install_System
Nu,http://en.wikipedia.org/wiki/Nu_(programming_language)
NWScript,http://en.wikipedia.org/wiki/NWScript
NXT-G,http://en.wikipedia.org/wiki/NXT-G
o:XML,http://en.wikipedia.org/wiki/O:XML
Oak,http://en.wikipedia.org/wiki/Oak_(programming_language)
Oberon,http://en.wikipedia.org/wiki/Oberon_(programming_language)
Obix,http://en.wikipedia.org/wiki/Obix_programming_language
OBJ2,http://en.wikipedia.org/wiki/OBJ2
Object Lisp,http://en.wikipedia.org/wiki/Object_Lisp
ObjectLOGO,http://en.wikipedia.org/wiki/ObjectLOGO
Object REXX,http://en.wikipedia.org/wiki/Object_REXX
Object Pascal,http://en.wikipedia.org/wiki/Object_Pascal
Objective-C,http://en.wikipedia.org/wiki/Objective-C
Objective-J,http://en.wikipedia.org/wiki/Objective-J
Obliq,http://en.wikipedia.org/wiki/Obliq
Obol,http://en.wikipedia.org/wiki/Obol_(programming_language)
OCaml,http://en.wikipedia.org/wiki/OCaml
occam,http://en.wikipedia.org/wiki/Occam_(programming_language)
occam-π,http://en.wikipedia.org/wiki/Occam-%CF%80
Octave,http://en.wikipedia.org/wiki/GNU_Octave
OmniMark,http://en.wikipedia.org/wiki/OmniMark
Onyx,http://en.wikipedia.org/wiki/Onyx_(programming_language)
Opa,http://en.wikipedia.org/wiki/Opa_(programming_language)
Opal,http://en.wikipedia.org/wiki/Opal_(programming_language)
OpenCL,http://en.wikipedia.org/wiki/OpenCL
OpenEdge ABL,http://en.wikipedia.org/wiki/OpenEdge_Advanced_Business_Language
OPL,http://en.wikipedia.org/wiki/Open_Programming_Language
OPS5,http://en.wikipedia.org/wiki/OPS5
OptimJ,http://en.wikipedia.org/wiki/OptimJ
Orc,http://en.wikipedia.org/wiki/Orc_(programming_language)
ORCA/Modula-2,http://en.wikipedia.org/wiki/ORCA/Modula-2
Oriel,http://en.wikipedia.org/wiki/Oriel_(scripting_language)
Orwell,http://en.wikipedia.org/wiki/Orwell_(programming_language)
Oxygene,http://en.wikipedia.org/wiki/Oxygene_(programming_language)
Oz,http://en.wikipedia.org/wiki/Oz_(programming_language)
P#,http://en.wikipedia.org/wiki/P_Sharp
ParaSail (programming language),http://en.wikipedia.org/wiki/ParaSail_(programming_language)
PARI/GP,http://en.wikipedia.org/wiki/PARI/GP
Pascal,http://en.wikipedia.org/wiki/Pascal_(programming_language)
Pawn,http://en.wikipedia.org/wiki/Pawn_(programming_language)
PCASTL,http://en.wikipedia.org/wiki/PCASTL
PCF,http://en.wikipedia.org/wiki/Programming_language_for_Computable_Functions
PEARL,http://en.wikipedia.org/wiki/PEARL_(programming_language)
PeopleCode,http://en.wikipedia.org/wiki/PeopleCode
Perl,http://en.wikipedia.org/wiki/Perl
PDL,http://en.wikipedia.org/wiki/Perl_Data_Language
PHP,http://en.wikipedia.org/wiki/PHP
Phrogram,http://en.wikipedia.org/wiki/Phrogram
Pico,http://en.wikipedia.org/wiki/Pico_(programming_language)
Picolisp,http://en.wikipedia.org/wiki/Picolisp
Pict,http://en.wikipedia.org/wiki/Pict_(programming_language)
Pike,http://en.wikipedia.org/wiki/Pike_(programming_language)
PIKT,http://en.wikipedia.org/wiki/PIKT
PILOT,http://en.wikipedia.org/wiki/PILOT
Pipelines,http://en.wikipedia.org/wiki/Hartmann_pipeline
Pizza,http://en.wikipedia.org/wiki/Pizza_(programming_language)
PL-11,http://en.wikipedia.org/wiki/PL-11
PL/0,http://en.wikipedia.org/wiki/PL/0
PL/B,http://en.wikipedia.org/wiki/Programming_Language_for_Business
PL/C,http://en.wikipedia.org/wiki/PL/C
PL/I,http://en.wikipedia.org/wiki/PL/I
PL/M,http://en.wikipedia.org/wiki/PL/M
PL/P,http://en.wikipedia.org/wiki/PL/P
PL/SQL,http://en.wikipedia.org/wiki/PL/SQL
PL360,http://en.wikipedia.org/wiki/PL360
PLANC,http://en.wikipedia.org/wiki/PLANC
Plankalkül,http://en.wikipedia.org/wiki/Plankalk%C3%BCl
Planner,http://en.wikipedia.org/wiki/Planner_(programming_language)
PLEX,http://en.wikipedia.org/wiki/PLEX_(programming_language)
PLEXIL,http://en.wikipedia.org/wiki/PLEXIL
Plus,http://en.wikipedia.org/wiki/Plus_(programming_language)
POP-11,http://en.wikipedia.org/wiki/POP-11
PostScript,http://en.wikipedia.org/wiki/PostScript
PortablE,http://en.wikipedia.org/wiki/Amiga_E#PortablE
Powerhouse,http://en.wikipedia.org/wiki/Powerhouse_(programming_language)
PowerBuilder,http://en.wikipedia.org/wiki/PowerBuilder
PowerShell,http://en.wikipedia.org/wiki/PowerShell
PPL,http://en.wikipedia.org/wiki/Polymorphic_Programming_Language
Processing,http://en.wikipedia.org/wiki/Processing_(programming_language)
Processing.js,http://en.wikipedia.org/wiki/Processing.js
Prograph,http://en.wikipedia.org/wiki/Prograph
PROIV,http://en.wikipedia.org/wiki/PROIV
Prolog,http://en.wikipedia.org/wiki/Prolog
PROMAL,http://en.wikipedia.org/wiki/PROMAL
Promela,http://en.wikipedia.org/wiki/Promela
PROSE modeling language,http://en.wikipedia.org/wiki/PROSE_modeling_language
PROTEL,http://en.wikipedia.org/wiki/Protel
ProvideX,http://en.wikipedia.org/wiki/ProvideX
Pro*C,http://en.wikipedia.org/wiki/Pro*C
Pure,http://en.wikipedia.org/wiki/Pure_(programming_language)
Python,http://en.wikipedia.org/wiki/Python_(programming_language)
Q (equational programming language),http://en.wikipedia.org/wiki/Q_(equational_programming_language)
Q (programming language from Kx Systems),http://en.wikipedia.org/wiki/Q_(programming_language_from_Kx_Systems)
Qalb,http://en.wikipedia.org/wiki/Qalb_(programming_language)
Qi,http://en.wikipedia.org/wiki/Qi_(programming_language)
QtScript,http://en.wikipedia.org/wiki/QtScript
QuakeC,http://en.wikipedia.org/wiki/QuakeC
QPL,http://en.wikipedia.org/wiki/Quantum_programming
R,http://en.wikipedia.org/wiki/R_(programming_language)
R++,http://en.wikipedia.org/wiki/R%2B%2B
Racket,http://en.wikipedia.org/wiki/Racket_(programming_language)
RAPID,http://en.wikipedia.org/wiki/RAPID
Rapira,http://en.wikipedia.org/wiki/Rapira
Ratfiv,http://en.wikipedia.org/wiki/Ratfiv
Ratfor,http://en.wikipedia.org/wiki/Ratfor
rc,http://en.wikipedia.org/wiki/Rc
REBOL,http://en.wikipedia.org/wiki/REBOL
Red,http://en.wikipedia.org/wiki/Red_(programming_language)
Redcode,http://en.wikipedia.org/wiki/Core_War
REFAL,http://en.wikipedia.org/wiki/REFAL
Reia,http://en.wikipedia.org/wiki/Reia_(programming_language)
Revolution,http://en.wikipedia.org/wiki/Revolution_(programming_language)
rex,http://en.wikipedia.org/wiki/Rex_(language)
REXX,http://en.wikipedia.org/wiki/REXX
Rlab,http://en.wikipedia.org/wiki/Rlab
RobotC,http://en.wikipedia.org/wiki/RobotC
ROOP,http://en.wikipedia.org/wiki/ROOP_(programming_language)
RPG,http://en.wikipedia.org/wiki/IBM_RPG
RPL,http://en.wikipedia.org/wiki/RPL_(programming_language)
RSL,http://en.wikipedia.org/wiki/Robot_Battle#Robot_scripting_language
RTL/2,http://en.wikipedia.org/wiki/RTL/2
Ruby,http://en.wikipedia.org/wiki/Ruby_(programming_language)
RuneScript,http://en.wikipedia.org/wiki/RuneScape#History_and_development
Rust,http://en.wikipedia.org/wiki/Rust_(programming_language)
S,http://en.wikipedia.org/wiki/S_(programming_language)
S2,http://en.wikipedia.org/wiki/S2_(programming_language)
S3,http://en.wikipedia.org/wiki/S3_(programming_language)
S-Lang,http://en.wikipedia.org/wiki/S-Lang_(programming_language)
S-PLUS,http://en.wikipedia.org/wiki/S-PLUS
SA-C,http://en.wikipedia.org/wiki/SA-C_(programming_language)
SabreTalk,http://en.wikipedia.org/wiki/SabreTalk
SAIL,http://en.wikipedia.org/wiki/SAIL_(programming_language)
SALSA,http://en.wikipedia.org/wiki/SALSA_(programming_language)
SAM76,http://en.wikipedia.org/wiki/SAM76
SAS,http://en.wikipedia.org/wiki/SAS_System
SASL,http://en.wikipedia.org/wiki/SASL_(programming_language)
Sather,http://en.wikipedia.org/wiki/Sather
Sawzall,http://en.wikipedia.org/wiki/Sawzall_(programming_language)
SBL,http://en.wikipedia.org/wiki/Superbase_database
Scala,http://en.wikipedia.org/wiki/Scala_(programming_language)
Scheme,http://en.wikipedia.org/wiki/Scheme_(programming_language)
Scilab,http://en.wikipedia.org/wiki/Scilab
Scratch,http://en.wikipedia.org/wiki/Scratch_(programming_language)
Script.NET,http://en.wikipedia.org/wiki/Script.NET
Sed,http://en.wikipedia.org/wiki/Sed
Seed7,http://en.wikipedia.org/wiki/Seed7
Self,http://en.wikipedia.org/wiki/Self_(programming_language)
SenseTalk,http://en.wikipedia.org/wiki/SenseTalk
SequenceL,http://en.wikipedia.org/wiki/SequenceL
SETL,http://en.wikipedia.org/wiki/SETL
Shift Script,http://en.wikipedia.org/wiki/Shift_Script
SIMPOL,http://en.wikipedia.org/wiki/Superbase_database#History
Shakespeare,http://en.wikipedia.org/wiki/Shakespeare
SIGNAL,http://en.wikipedia.org/wiki/SIGNAL_(programming_language)
SiMPLE,http://en.wikipedia.org/wiki/SiMPLE
SIMSCRIPT,http://en.wikipedia.org/wiki/SIMSCRIPT
Simula,http://en.wikipedia.org/wiki/Simula
Simulink,http://en.wikipedia.org/wiki/Simulink
SISAL,http://en.wikipedia.org/wiki/SISAL
SLIP,http://en.wikipedia.org/wiki/SLIP_(programming_language)
SMALL,http://en.wikipedia.org/wiki/SMALL
Smalltalk,http://en.wikipedia.org/wiki/Smalltalk
Small Basic,http://en.wikipedia.org/wiki/SmallBASIC
SML,http://en.wikipedia.org/wiki/Standard_ML
Snap!,http://en.wikipedia.org/wiki/Snap!_(programming_language)
SNOBOL,http://en.wikipedia.org/wiki/SNOBOL
SPITBOL,http://en.wikipedia.org/wiki/SPITBOL_compiler
Snowball,http://en.wikipedia.org/wiki/Snowball_programming_language
SOL,http://en.wikipedia.org/wiki/Secure_Operations_Language
Span,http://en.wikipedia.org/wiki/Span_(programming_language)
SPARK,http://en.wikipedia.org/wiki/SPARK_(programming_language)
SPIN,http://en.wikipedia.org/wiki/Parallax_Propeller
SP/k,http://en.wikipedia.org/wiki/SP/k
SPS,http://en.wikipedia.org/wiki/IBM_1401_Symbolic_Programming_System
Squeak,http://en.wikipedia.org/wiki/Squeak
Squirrel,http://en.wikipedia.org/wiki/Squirrel_(programming_language)
SR,http://en.wikipedia.org/wiki/SR_(programming_language)
S/SL,http://en.wikipedia.org/wiki/S/SL_programming_language
Stackless Python,http://en.wikipedia.org/wiki/Stackless_Python
Starlogo,http://en.wikipedia.org/wiki/Starlogo
Strand,http://en.wikipedia.org/wiki/Strand_(programming_language)
Stata,http://en.wikipedia.org/wiki/Stata
Stateflow,http://en.wikipedia.org/wiki/Stateflow
Subtext,http://en.wikipedia.org/wiki/Subtext_(programming_language)
SuperCollider,http://en.wikipedia.org/wiki/SuperCollider
SuperTalk,http://en.wikipedia.org/wiki/SuperTalk
Swift (Apple programming language),http://en.wikipedia.org/wiki/Swift_(programming_language)
Swift (parallel scripting language),http://en.wikipedia.org/wiki/Swift_(parallel_scripting_language)
SYMPL,http://en.wikipedia.org/wiki/SYMPL
SyncCharts,http://en.wikipedia.org/wiki/SyncCharts
SystemVerilog,http://en.wikipedia.org/wiki/SystemVerilog
T,http://en.wikipedia.org/wiki/T_(programming_language)
TACL,http://en.wikipedia.org/wiki/TACL
TACPOL,http://en.wikipedia.org/wiki/TACPOL_(programming_language)
TADS,http://en.wikipedia.org/wiki/TADS
TAL,http://en.wikipedia.org/wiki/Transaction_Application_Language
Tcl,http://en.wikipedia.org/wiki/Tcl
Tea,http://en.wikipedia.org/wiki/Tea_(programming_language)
TECO,http://en.wikipedia.org/wiki/Text_Editor_and_Corrector
TELCOMP,http://en.wikipedia.org/wiki/TELCOMP
TeX,http://en.wikipedia.org/wiki/TeX
TEX,http://en.wikipedia.org/wiki/Text_Executive_Programming_Language
TIE,http://en.wikipedia.org/wiki/Tensilica_Instruction_Extension
Timber,http://en.wikipedia.org/wiki/Timber_(programming_language)
TMG,http://en.wikipedia.org/wiki/TMG_(language)
Tom,http://en.wikipedia.org/wiki/Tom_(pattern_matching_language)
TOM,http://en.wikipedia.org/wiki/TOM_(object-oriented_programming_language)
Topspeed,http://en.wikipedia.org/wiki/Clarion_(programming_language)
TPU,http://en.wikipedia.org/wiki/Text_Processing_Utility
Trac,http://en.wikipedia.org/wiki/TRAC_(programming_language)
TTM,http://en.wikipedia.org/wiki/TTM_(programming_language)
T-SQL,http://en.wikipedia.org/wiki/Transact-SQL
TTCN,http://en.wikipedia.org/wiki/TTCN
Turing,http://en.wikipedia.org/wiki/Turing_(programming_language)
TUTOR,http://en.wikipedia.org/wiki/TUTOR_(programming_language)
TXL,http://en.wikipedia.org/wiki/TXL_(programming_language)
TypeScript,http://en.wikipedia.org/wiki/TypeScript
Turbo C++,http://en.wikipedia.org/wiki/Turbo_C%2B%2B
Ubercode,http://en.wikipedia.org/wiki/Ubercode
UCSD Pascal,http://en.wikipedia.org/wiki/UCSD_Pascal
Umple,http://en.wikipedia.org/wiki/Umple
Unicon,http://en.wikipedia.org/wiki/Unicon_(programming_language)
Uniface,http://en.wikipedia.org/wiki/Uniface_(programming_language)
UNITY,http://en.wikipedia.org/wiki/UNITY_(programming_language)
Unix shell,http://en.wikipedia.org/wiki/Unix_shell
UnrealScript,http://en.wikipedia.org/wiki/UnrealScript
Vala,http://en.wikipedia.org/wiki/Vala_(programming_language)
VBA,http://en.wikipedia.org/wiki/Visual_Basic_for_Applications
VBScript,http://en.wikipedia.org/wiki/VBScript
Verilog,http://en.wikipedia.org/wiki/Verilog
VHDL,http://en.wikipedia.org/wiki/VHDL
Visual Basic,http://en.wikipedia.org/wiki/Visual_Basic
Visual Basic .NET,http://en.wikipedia.org/wiki/Visual_Basic_.NET
Visual DataFlex,http://en.wikipedia.org/wiki/Visual_DataFlex
Visual DialogScript,http://en.wikipedia.org/wiki/Visual_DialogScript
Visual Fortran,http://en.wikipedia.org/wiki/Visual_Fortran
Visual FoxPro,http://en.wikipedia.org/wiki/Visual_FoxPro
Visual J++,http://en.wikipedia.org/wiki/Visual_J%2B%2B
Visual J#,http://en.wikipedia.org/wiki/Visual_J
Visual Objects,http://en.wikipedia.org/wiki/Visual_Objects
Visual Prolog,http://en.wikipedia.org/wiki/Visual_Prolog
VSXu,http://en.wikipedia.org/wiki/VSXu
Vvvv,http://en.wikipedia.org/wiki/Vvvv
"WATFIV, WATFOR",http://en.wikipedia.org/wiki/WATFIV_(programming_language)
WebDNA,http://en.wikipedia.org/wiki/WebDNA
WebQL,http://en.wikipedia.org/wiki/WebQL
Windows PowerShell,http://en.wikipedia.org/wiki/Windows_PowerShell
Winbatch,http://en.wikipedia.org/wiki/Winbatch
Wolfram,http://en.wikipedia.org/wiki/Wolfram_Language
Wyvern,http://en.wikipedia.org/wiki/Wyvern_(programming_language)
X++,http://en.wikipedia.org/wiki/Microsoft_Dynamics_AX
X#,http://en.wikipedia.org/wiki/X_Sharp_(programming_language)
X10,http://en.wikipedia.org/wiki/X10_(programming_language)
XBL,http://en.wikipedia.org/wiki/XBL
XC,http://en.wikipedia.org/wiki/XC_Programming_Language
XMOS architecture,http://en.wikipedia.org/wiki/XCore_XS1
xHarbour,http://en.wikipedia.org/wiki/XHarbour
XL,http://en.wikipedia.org/wiki/XL_(programming_language)
Xojo,http://en.wikipedia.org/wiki/Xojo
XOTcl,http://en.wikipedia.org/wiki/XOTcl
XPL,http://en.wikipedia.org/wiki/XPL
XPL0,http://en.wikipedia.org/wiki/XPL0
XQuery,http://en.wikipedia.org/wiki/XQuery
XSB,http://en.wikipedia.org/wiki/XSB
XSLT,http://en.wikipedia.org/wiki/XSL_Transformations
XPath,http://en.wikipedia.org/wiki/XPath
Xtend,http://en.wikipedia.org/wiki/Xtend
Yorick,http://en.wikipedia.org/wiki/Yorick_(programming_language)
YQL,http://en.wikipedia.org/wiki/YQL_(programming_language)
Z notation,http://en.wikipedia.org/wiki/Z_notation
Zeno,http://en.wikipedia.org/wiki/Zeno_(programming_language)
ZOPL,http://en.wikipedia.org/wiki/ZOPL
ZPL,http://en.wikipedia.org/wiki/ZPL_(programming_language)
